solver_status,objective_profit_eur,net_profit_eur,gross_revenue_eur,gross_purchase_eur,degradation_cost_eur,buy_energy_mwh,sell_energy_mwh,equivalent_discharge_cycles,gross_revenue_eur_per_mwh_sold,gross_purchase_eur_per_mwh_bought,net_profit_eur_per_mwh_sold,degradation_cost_eur_per_mwh_sold,net_profit_eur_per_mwh_capacity,buy_intervals,sell_intervals,idle_intervals,min_soc_pct,max_soc_pct,final_soc_pct,total_throughput_mwh,date,price_min_eur_mwh,price_max_eur_mwh,price_mean_eur_mwh,intervals,battery_power_mw,battery_capacity_mwh,battery_duration_h,terminal_soc_mode,degradation_cost_source,validation_passed,installed_capacity_mw,installed_energy_capacity_mwh,scale_factor,park_net_profit_eur,park_gross_revenue_eur,park_gross_purchase_eur,park_degradation_cost_eur,park_buy_energy_mwh,park_sell_energy_mwh,park_total_throughput_mwh,price_start,price_end
Optimal,235.60182993407497,235.60182993407503,508.023424,244.481682315925,27.93991175,4.553875235,3.8544,1.9272,131.80350352843502,53.686513068451475,61.12542287621291,7.248835551577418,117.80091496703751,20,21,55,0.1,0.9,0.5,8.408275235,2025-11-01,14.4,198.97,85.74614583333334,96,1.0,2.0,2.0,equal_initial,Reduced_LUT_PyBaMM_Only.csv at 25 C,True,50.0,100.0,50.0,11780.091496703752,25401.171199999997,12224.084115796251,1396.9955875,227.69376174999996,192.72,420.41376175,2025-11-01 00:00:00,2025-11-01 23:45:00
