time_s,BMR_A,BMP_A,SPM_A
12515400,-12.923,4.7285e-06,0.36782
12516300,-21.067,6.6111e-06,0.048468
12517200,4.1619e-06,3.346,-0.18276
12518100,2.1093e-07,3.2477,-0.63576
12519000,-1.1648e-06,3.1785,-1.7547
12519900,-3.23e-06,3.1326,-3.0091
12520800,18.48,5.656,6.9526
12521700,15.627,5.656,6.075
12522600,15.558,5.656,5.2206
12523500,18.207,5.656,2.9099
12524400,-18.192,-4.9489e-09,-3.6499
12525300,-15.553,-4.7978e-09,-4.5761
12526200,-15.63,-4.6089e-09,-4.5568
12527100,-18.497,-4.4704e-09,-4.6087
12528000,16.372,3.9426,6.5779
12528900,15.77,3.6864,5.7799
12529800,16.448,3.9498,4.2939
12530700,19.281,4.3308,1.0485
12531600,-16.342,-3.9303,-0.034213
12532500,-14.381,-3.5083,-0.02064
12533400,-14.283,-3.2272,-0.020712
12534300,-22.866,-3.03,-0.020641
12535200,23.003,-1.7504e-11,-0.013043
12536100,14.354,-1.4104e-11,-0.012667
12537000,14.284,-8.0593e-12,-0.012439
12537900,16.231,-1.1396e-12,0.00099149
12538800,-18.214,-5.656,-3.365
12539700,-15.666,-5.656,-4.3009
12540600,-15.692,-5.656,-4.3309
12541500,-18.3,-5.656,-4.4919
12542400,18.29,-2.1969,3.4234
12543300,15.676,-2.2123,2.6046
12544200,15.661,-2.2397,1.8283
12545100,18.245,-2.2795,1.4586
12546000,-18.255,-5.656,-8.8314
12546900,-15.782,-5.656,-7.2353
12547800,-15.734,-5.656,-7.6194
12548700,-18.101,-5.656,-7.2172
12549600,0.0057141,-8.0593e-15,1.0538
12550500,0.0025429,-1.8133e-14,0.056906
12551400,-0.0025296,-3.6267e-14,-0.59259
12552300,-0.0057349,-6.6741e-14,-2.0218
12553200,18.094,2.8585e-13,10.568
12554100,15.744,1.8511e-13,10.245
12555000,15.778,1.5111e-13,8.7571
12555900,18.257,1.3096e-13,7.3785
12556800,-0.0055395,-2.6193e-14,-2.4857
12557700,-0.0027401,-2.8207e-14,-2.6183
12558600,0.0022737,-3.2237e-14,-2.8336
12559500,0.0058015,-3.4252e-14,-3.2575
12560400,-18.27,-4.6341e-14,-3.946
12561300,-15.568,-5.2385e-14,-4.403
12562200,-15.598,-5.843e-14,-4.7906
12563100,-18.436,-6.6741e-14,-4.867
12564000,0.0057905,-6.6741e-14,-4.5074
12564900,0.0022274,-8.0593e-14,-3.82
12565800,-0.0026939,-1.0074e-13,-4.6618
12566700,-0.0056001,-1.6496e-13,-4.6639
12567600,18.077,1.6559e-12,12.887
12568500,15.722,1.0956e-12,12.263
12569400,15.76,9.0667e-13,11.171
12570300,18.313,8.0593e-13,9.4174
12571200,-18.316,-7.9963e-13,-11.298
12572100,-15.765,-9.0037e-13,-8.8226
12573000,-15.724,-1.083e-12,-9.0108
12573900,-18.067,-1.593e-12,-7.1689
12574800,0.0057381,5.656,5.8023
12575700,0.0024986,5.656,5.324
12576600,-0.0026108,5.656,5.1506
12577500,-0.0056224,5.656,4.7782
12578400,18.24,5.656,4.6043
12579300,15.658,5.656,4.0102
12580200,15.666,5.656,3.5582
12581100,18.308,5.656,3.1767
12582000,-0.0056096,5.656,1.3578
12582900,-0.0025489,5.656,1.103
12583800,0.0025127,5.656,0.94526
12584700,0.0057103,5.656,0.44166
12585600,-18.045,-5.656,-11.529
12586500,-15.756,-5.656,-8.9163
12587400,-15.814,-5.656,-8.701
12588300,-18.257,-5.656,-8.5492
12589200,18.13,5.656,10.831
12590100,15.743,5.656,10.295
12591000,15.758,5.656,9.0682
12591900,18.242,5.656,6.3917
12592800,-0.0056682,1.2089e-14,0.46113
12593700,-0.0025788,2.4178e-14,0.31068
12594600,0.0025322,4.0296e-14,0.22568
12595500,0.0057194,7.8704e-14,0.1478
12596400,-0.0056914,-1.3915e-13,-1.7533
12597300,-0.0025472,-8.437e-14,-2.3898
12598200,0.0025854,-6.4222e-14,-2.875
12599100,0.0056606,-5.2385e-14,-3.0724
12600000,-18.256,-5.656,-9.7311
12600900,-15.702,-5.656,-8.9276
12601800,-15.7,-5.656,-8.3979
12602700,-18.213,-5.656,-6.228
12603600,0.0057366,-5.44e-14,-4.9223
12604500,0.0025421,-5.44e-14,-4.6899
12605400,-0.00251,-5.6415e-14,-4.3238
12606300,-0.0057748,-5.44e-14,-3.9964
12607200,18.101,5.656,18.393
12608100,15.884,5.656,18.732
12609000,15.865,5.656,17.247
12609900,18.023,5.656,6.2572
12610800,-0.0058268,-4.4326e-14,0.24832
12611700,-0.0024862,-1.2089e-14,0.21697
12612600,0.0025177,1.0074e-14,0.17498
12613500,0.0057904,3.8281e-14,0.048378
12614400,-16.081,-16.968,-2.5232
12615300,-15.795,-16.968,-3.6048
12616200,-16.534,-16.968,-3.7877
12617100,-19.463,-16.968,-4.0216
12618000,0.065223,-2.6822e-09,0.72742
12618900,0.014893,-2.8711e-09,-0.53192
12619800,-0.017725,-3.1167e-09,-1.5773
12620700,-0.062392,-3.4441e-09,-1.9027
12621600,0.059647,-9.4444e-10,0.87363
12622500,0.014159,-1.02e-09,-0.15855
12623400,-0.018258,-1.1019e-09,-1.273
12624300,-0.055548,-1.2089e-09,-2.8512
12625200,0.06107,-9.0667e-10,-2.5467
12626100,0.023328,-1.0074e-09,-2.8333
12627000,-0.011062,-1.127e-09,-2.9565
12627900,-0.073339,-1.2781e-09,-2.9451
12628800,0.079327,-1.3096e-09,-2.8799
12629700,0.0085548,-1.5678e-09,-2.9253
12630600,-0.023689,-2.0148e-09,-3.2255
12631500,-0.064197,-3.23e-09,-4.5724
12632400,18.021,16.968,13.875
12633300,15.898,16.968,13.4
12634200,15.905,16.968,11.816
12635100,18.049,16.968,5.7727
12636000,-17.964,-16.968,-12.315
12636900,-15.903,-16.968,-8.8661
12637800,-15.92,-16.968,-8.9505
12638700,-18.085,-16.968,-8.0804
12639600,0.059985,7.9333e-10,1.4893
12640500,0.016552,4.0737e-10,0.23805
12641400,-0.017898,1.3852e-10,-0.32315
12642300,-0.058639,-1.0389e-10,-1.2277
12643200,0.057865,1.7189e-09,1.8774
12644100,0.017343,1.2781e-09,1.1437
12645000,-0.016692,1.0263e-09,0.57086
12645900,-0.058517,8.5e-10,0.025773
12646800,18.15,9.4023,6.1429
12647700,15.794,8.3829,5.9745
12648600,15.989,7.9371,5.2258
12649500,17.938,7.7646,3.7943
12650400,-18.485,7.3037e-08,2.9424
12651300,-16.183,8.3111e-08,2.3271
12652200,-16.189,9.0037e-08,2.0631
12653100,-17.015,9.1926e-08,1.7441
12654000,18.05,7.825,1.7859
12654900,16.051,8.0353,1.2822
12655800,15.812,8.585,1.1833
12656700,17.96,9.94,0.54489
12657600,-0.058501,-5.2511e-10,-0.11326
12658500,-0.016187,-5.0496e-10,-0.11929
12659400,0.018968,-4.8481e-10,-0.14142
12660300,0.05572,-4.653e-10,-0.1733
12661200,-18.147,-8.437e-10,-1.1388
12662100,-15.78,-8.1852e-10,-1.1464
12663000,-15.738,-7.9963e-10,-1.6012
12663900,-18.208,-7.7444e-10,-1.7596
12664800,18.296,-7.1148e-11,1.8954
12665700,15.91,-5.9059e-11,1.5954
12666600,15.853,-4.7411e-11,1.1949
12667500,17.812,-3.6393e-11,1.0727
12668400,-0.057219,-5.3581e-09,-2.4601
12669300,-0.016754,-5.2322e-09,-3.2399
12670200,0.018559,-5.1189e-09,-3.4556
12671100,0.055414,-5.0056e-09,-3.6537
12672000,-18.296,-16.968,-5.177
12672900,-15.94,-16.968,-5.4301
12673800,-15.829,-16.968,-5.6745
12674700,-17.807,-16.968,-5.6894
12675600,0.058482,-1.933e-10,0.084398
12676500,0.017702,-2.0715e-10,-0.49639
12677400,-0.016957,-2.21e-10,-0.99473
12678300,-0.059227,-2.3548e-10,-1.4451
12679200,18.005,16.968,11.438
12680100,15.865,16.968,10.875
12681000,15.87,16.968,9.5301
12681900,18.132,16.968,5.5381
12682800,-17.968,-4.313e-09,-2.314
12683700,-15.767,-2.9404e-09,-3.0154
12684600,-15.826,-2.3989e-09,-3.2428
12685500,-18.312,-2.0778e-09,-3.4697
12686400,18.275,-5.4778e-10,0.39796
12687300,15.75,-4.8733e-10,-0.014492
12688200,15.757,-4.3193e-10,-0.41878
12689100,18.091,-3.7904e-10,-1.0828
12690000,-0.056475,-7.2407e-10,-3.518
12690900,-0.019155,-6.6741e-10,-3.9903
12691800,0.015167,-6.0948e-10,-4.4591
12692700,0.060464,-5.5848e-10,-4.5168
12693600,-0.060939,-2.0526e-09,-6.7484
12694500,-0.015525,-1.9015e-09,-5.2404
12695400,0.017508,-1.7819e-09,-5.5449
12696300,0.058956,-1.6811e-09,-5.1139
12697200,-18.529,-16.968,-5.3675
12698100,-16.081,-16.968,-4.6136
12699000,-15.875,-16.968,-3.1645
12699900,-17.386,-16.968,-0.90912
12700800,16.71,16.968,21.001
12701700,15.957,16.968,22.283
12702600,16.503,16.968,19.674
12703500,18.703,16.968,3.7268
12704400,-0.0013885,-6.2963e-10,0.11721
12705300,-0.00063593,-3.0159e-10,0.13024
12706200,0.00073667,-1.6496e-10,0.11444
12707100,0.0012856,-6.737e-11,0.04267
12708000,-0.001201,-2.613e-09,-0.1182
12708900,-0.00071148,-1.8385e-09,-0.1339
12709800,0.00073667,-1.5048e-09,-0.16148
12710700,0.0011744,-1.3033e-09,-0.20387
12711600,-18.403,-16.968,-3.317
12712500,-15.382,-16.968,-4.1667
12713400,-15.437,-16.968,-4.2086
12714300,-18.65,-16.968,-4.392
12715200,0.00025878,-5.1756e-10,0.456
12716100,0.0002487,-5.5785e-10,-0.36977
12717000,7.4926e-05,-6.057e-10,-1.6108
12717900,-0.00058304,-6.6741e-10,-3.0862
12718800,1.6748e-06,-6.8e-10,-3.4315
12719700,0.000442,-7.6815e-10,-3.4657
12720600,-4.6404e-05,-9.0667e-10,-3.5819
12721500,-0.0003973,-1.1648e-09,-3.7264
12722400,0.0010806,-2.3359e-10,-0.29383
12723300,0.00074926,-3.1733e-10,-0.86194
12724200,-0.00068,-4.5144e-10,-1.265
12725100,-0.0011485,-7.7444e-10,-2.5623
12726000,18.355,7.1148e-10,3.4373
12726900,15.473,4.2059e-10,1.6884
12727800,15.57,2.8459e-10,1.1232
12728700,18.474,1.9959e-10,0.95158
12729600,-18.443,-3.167e-12,-0.6252
12730500,-15.491,-6.12e-11,-0.62392
12731400,-15.445,-1.2404e-10,-0.90065
12732300,-18.493,-1.977e-10,-1.369
12733200,0.0011937,-9.0667e-11,0.085649
12734100,0.00073037,-1.7881e-10,-0.30934
12735000,-0.00071778,-3.0285e-10,-0.77928
12735900,-0.0012039,-5.6289e-10,-2.0678
12736800,18.506,1.2089e-09,4.6687
12737700,15.539,8.5e-10,4.0963
12738600,15.54,6.8e-10,3.8502
12739500,18.288,5.7611e-10,3.59
12740400,-18.279,-3.0411e-10,-3.7978
12741300,-15.537,-3.5133e-10,-3.9333
12742200,-15.537,-4.1241e-10,-3.9756
12743100,-18.519,-4.9741e-10,-3.8587
12744000,18.419,16.968,11.708
12744900,15.52,16.968,11.274
12745800,15.518,16.968,9.9508
12746700,18.415,16.968,5.5924
12747600,-0.0012271,-2.5689e-10,0.23187
12748500,-0.00073667,-1.1019e-10,0.20362
12749400,0.00069259,2.0904e-12,0.16395
12750300,0.0012717,1.1459e-10,0.11631
12751200,-0.0011999,-1.4796e-09,-0.45838
12752100,-0.00064222,-1.0389e-09,-0.93568
12753000,0.00076815,-8.563e-10,-0.89489
12753900,0.0010704,-7.4926e-10,-1.1109
12754800,-18.633,-16.968,-8.0185
12755700,-15.518,-16.968,-6.7012
12756600,-15.481,-16.968,-6.5525
12757500,-18.242,-16.968,-6.76
12758400,0.0012105,-2.4744e-10,-1.6559
12759300,0.00071778,-2.7452e-10,-1.7109
12760200,-0.0006863,-3.0537e-10,-1.9415
12761100,-0.0012397,-3.4126e-10,-2.3699
12762000,18.415,16.968,11.758
12762900,15.51,16.968,11.295
12763800,15.507,16.968,9.9335
12764700,18.441,16.968,5.4419
12765600,-0.0012227,-3.6204e-10,0.21522
12766500,-0.00071148,-1.9204e-10,0.19517
12767400,0.00069889,-8.1222e-11,0.15856
12768300,0.0012355,1.3663e-11,0.11247
12769200,-0.0012012,-9.4444e-10,-0.283
12770100,-0.00066741,-7.1148e-10,-0.43929
12771000,0.00069889,-5.9122e-10,-0.70419
12771900,0.0011673,-5.1063e-10,-0.60834
12772800,-18.475,-16.968,-9.4438
12773700,-15.546,-16.968,-7.3609
12774600,-15.531,-16.968,-7.1408
12775500,-18.32,-16.968,-7.3721
12776400,0.0012306,-3.0285e-10,-1.1187
12777300,0.00069259,-3.74e-10,-1.3752
12778200,-0.00072407,-4.7726e-10,-1.7584
12779100,-0.0012009,-6.6741e-10,-2.5959
12780000,18.4,16.968,11.98
12780900,15.528,16.968,11.574
12781800,15.541,16.968,10.174
12782700,18.405,16.968,5.7403
12783600,-0.0012426,6.9259e-12,0.26211
12784500,-0.00072407,9.9481e-11,0.21944
12785400,0.00069259,2.1219e-10,0.17569
12786300,0.0012744,4.0233e-10,0.077884
12787200,-0.00046844,6.9889e-11,0.0042891
12788100,-0.0001933,-7.7444e-12,0.004454
12789000,0.00017881,2.8459e-11,0.00047663
12789900,0.00048293,8.0593e-11,5.0811e-05
12790800,-18.209,-1.6056e-09,-0.015937
12791700,-14.526,-1.1144e-09,-0.015843
12792600,-15.195,-9.2556e-10,-0.015824
12793500,-19.942,-8.2481e-10,-0.016131
12794400,19.622,-5.6289e-10,0.018352
12795300,15.097,-5.2511e-10,0.017983
12796200,14.729,-4.9615e-10,0.018073
12797100,18.425,-4.7537e-10,0.0083404
12798000,-0.00042059,-1.3663e-09,0.00046781
12798900,-0.00023548,-1.253e-09,0.00045774
12799800,0.00025626,-1.1774e-09,5.8807e-05
12800700,0.00039981,-1.1019e-09,7.0519e-06
12801600,-0.00040926,-2.424,-0.010339
12802500,-0.00024493,-2.424,-0.010313
12803400,0.00023359,-2.424,-0.010538
12804300,0.00042059,-2.424,-0.00059248
12805200,-19.085,-2.424,-1.2044
12806100,-14.823,-2.424,-1.6779
12807000,-14.76,-2.424,-2.3516
12807900,-19.205,-2.424,-2.5263
12808800,19.032,-2.424,1.1983
12809700,14.909,-2.424,0.73624
12810600,15.025,-2.424,0.62289
12811500,18.907,-2.424,0.67932
12812400,-0.00041996,-2.424,-1.0909
12813300,-0.00022919,-2.424,-1.1244
12814200,0.00026319,-2.424,-1.6186
12815100,0.00038659,-2.424,-1.7936
12816000,-19.223,-2.424,-6.489
12816900,-14.84,-2.424,-5.7831
12817800,-14.861,-2.424,-6.3015
12818700,-18.949,-2.424,-6.2928
12819600,0.00042689,-2.424,0.10908
12820500,0.00023296,-2.424,-0.48794
12821400,-0.00024556,-2.424,-1.0494
12822300,-0.0004143,-2.424,-1.4991
12823200,0.00041619,-2.9278e-10,0.85016
12824100,0.00024304,-2.9152e-10,0.14161
12825000,-0.00023422,-2.9089e-10,-0.36262
12825900,-0.000425,-2.9907e-10,-1.1945
12826800,0.00042437,7.4296e-11,2.1343
12827700,0.00023611,6.1137e-11,1.3911
12828600,-0.00024178,5.7359e-11,0.84062
12829500,-0.0004187,5.7674e-11,0.71635
12830400,19.075,9.4444e-10,10.528
12831300,14.985,8.3741e-10,9.3819
12832200,14.937,7.5556e-10,8.0227
12833100,18.876,6.9889e-10,4.7805
12834000,-0.00042563,-1.7e-10,0.20593
12834900,-0.00022981,-1.6937e-10,0.18352
12835800,0.00024681,-1.6622e-10,0.14915
12836700,0.000408,-1.6937e-10,0.13071
12837600,-0.00040863,-5.3581e-10,-0.13401
12838500,-0.00024115,-5.3015e-10,-0.15561
12839400,0.00023611,-5.2763e-10,-0.19758
12840300,0.0004143,-5.2448e-10,-0.26809
12841200,-18.496,-2.424,-2.3578
12842100,-14.509,-2.424,-3.1158
12843000,-14.98,-2.424,-3.338
12843900,-19.887,-2.424,-3.5792
12844800,0.00051252,-3.0096e-09,-3.2073
12845700,0.00015552,-3.0096e-09,-3.6088
12846600,-0.0003123,-3.0285e-09,-4.3082
12847500,-0.00035637,-3.0726e-09,-4.4933
12848400,0.00041052,-3.0726e-10,-2.5581
12849300,0.00024493,-3.0222e-10,-2.8356
12850200,-0.00022793,-2.8585e-10,-2.8827
12851100,-0.00042752,-1.763e-10,-3.132
12852000,0.00038848,2.424,3.049
12852900,0.00017378,2.424,1.3609
12853800,-0.00028207,2.424,0.78291
12854700,-0.00027893,2.424,0.24018
12855600,0.00026256,2.424,-0.092008
12856500,0.00029404,2.424,-0.55207
12857400,-0.00017063,2.424,-1.0521
12858300,-0.00038596,2.424,-1.4884
12859200,18.93,2.424,10.392
12860100,14.988,2.424,10.021
12861000,14.985,2.424,8.642
12861900,18.97,2.424,6.7161
12862800,-18.918,2.424,-3.1812
12863700,-14.981,2.424,-3.4062
12864600,-15.016,2.424,-3.575
12865500,-18.958,2.424,-3.9119
12866400,19.004,2.424,5.0255
12867300,14.927,2.424,4.319
12868200,14.923,2.424,3.7713
12869100,19.019,2.424,2.535
12870000,-0.00042437,2.424,0.26238
12870900,-0.000238,2.424,0.20625
12871800,0.00023485,2.424,0.16377
12872700,0.00042752,2.424,0.017419
12873600,-0.00020148,-2.1344e-11,-0.014215
12874500,-7.7444e-05,1.3096e-12,-0.014304
12875400,7.6815e-05,-5.3707e-12,-0.015022
12876300,0.00020148,-2.5059e-12,-0.0038828
12877200,-18.277,-0.14259,-1.5699
12878100,-15.083,-0.14259,-2.0545
12879000,-15.185,-0.14259,-2.658
12879900,-19.326,-0.14259,-2.9482
12880800,10.748,-8.5e-11,1.7523
12881700,8.0996,-8.3741e-11,1.2472
12882600,7.5467,-6.9259e-11,0.931
12883500,7.3276,-4.9048e-12,0.95266
12884400,7.3434,-6.863e-11,0.75784
12885300,7.6147,-1.4167e-10,0.40881
12886200,8.3445,-8.3111e-11,0.13125
12887100,10.849,-1.8007e-11,-0.1051
12888000,-18.538,-0.14259,-2.8035
12888900,-15.457,-0.14259,-3.0409
12889800,-15.422,-0.14259,-3.2735
12890700,-18.456,-0.14259,-3.6575
12891600,0.00017944,-3.1356e-11,-2.197
12892500,0.00010263,-1.4796e-11,-3.4166
12893400,-0.000102,-6.9889e-12,-3.8792
12894300,-0.00018007,-4.0422e-12,-3.967
12895200,0.00018259,-1.083e-11,-2.1093
12896100,0.000102,-1.7126e-11,-2.4781
12897000,-9.8222e-05,-2.3422e-11,-2.5398
12897900,-0.000187,-3.7904e-11,-2.8081
12898800,0.000187,2.4681e-11,1.8906
12899700,9.9481e-05,2.2604e-11,0.3111
12900600,-0.00010137,1.9644e-11,-0.31053
12901500,-0.00018511,1.7126e-11,-1.2849
12902400,0.00018637,0.14259,2.1997
12903300,0.00010074,0.14259,1.4249
12904200,-0.00010074,0.14259,0.87281
12905100,-0.00018574,0.14259,0.70255
12906000,18.763,0.14259,9.4184
12906900,15.16,0.14259,8.4579
12907800,15.157,0.14259,7.2678
12908700,18.792,0.14259,5.7961
12909600,-7.8704e-06,0.14259,0.42859
12910500,-0.000136,0.14259,0.4006
12911400,-6.0444e-05,0.14259,0.41288
12912300,-7.1148e-06,0.14259,0.44855
12913200,7.8704e-06,0.14259,0.34603
12914100,6.2963e-05,0.14259,0.242
12915000,0.00013915,0.14259,0.18705
12915900,8.6889e-07,0.14259,0.1448
12916800,-0.00018196,0.14259,0.0048634
12917700,-0.00010263,0.14259,0.0066889
12918600,9.8222e-05,0.14259,0.0050758
12919500,0.00018637,0.14259,0.00054085
12920400,-18.621,-3.0537e-12,-1.3012
12921300,-15.23,-2.953e-12,-1.8465
12922200,-15.138,-2.8333e-12,-2.5431
12923100,-18.884,-2.72e-12,-2.7633
12924000,18.947,3.3433e-12,2.5165
12924900,15.01,3.4756e-12,2.2515
12925800,15.084,3.6267e-12,1.6251
12926700,18.831,3.7715e-12,1.4206
12927600,-0.00018385,-5.333e-12,-2.1157
12928500,-0.00010011,-5.2889e-12,-2.8082
12929400,0.00010326,-5.2826e-12,-3.0384
12930300,0.00018007,-5.333e-12,-3.2292
12931200,-18.632,-7.1148e-12,-5.4877
12932100,-15.348,-9.3185e-12,-5.3365
12933000,-15.283,-1.1396e-11,-5.8046
12933900,-18.609,-1.3285e-11,-5.8446
12934800,0.000187,2.827e-12,-0.63057
12935700,0.00010011,2.487e-12,-1.1064
12936600,-9.8222e-05,2.147e-12,-1.5276
12937500,-0.00018889,1.8007e-12,-2.416
12938400,18.561,0.14259,10.253
12939300,15.195,0.14259,9.9535
12940200,15.287,0.14259,8.562
12941100,18.828,0.14259,7.4083
12942000,-18.645,0.14259,0.54162
12942900,-15.274,0.14259,0.32074
12943800,-15.435,0.14259,0.17036
12944700,-18.518,0.14259,0.054787
12945600,18.587,0.14259,0.87803
12946500,15.418,0.14259,0.91393
12947400,15.304,0.14259,0.56501
12948300,18.564,0.14259,0.32572
12949200,-0.00017819,0.14259,0.0080846
12950100,-9.8852e-05,0.14259,0.012006
12951000,0.00010767,0.14259,0.012242
12951900,0.00016937,0.14259,0.00575
12952800,-0.00017,0.14259,0.000238
12953700,-0.00010704,0.14259,0.00037715
12954600,9.9481e-05,0.14259,6.0759e-05
12955500,0.00017756,0.14259,7.7444e-06
12956400,-0.00018637,0.14259,-0.23755
12957300,-0.00010074,0.14259,-0.33543
12958200,0.00010011,0.14259,-0.56992
12959100,0.000187,0.14259,-0.53042
12960000,-16.493,2.7893e-12,-9.946
12960900,-14.538,3.5007e-12,-7.6129
12961800,-15.678,3.9163e-12,-7.3606
12962700,-21.164,4.08e-12,-7.6856
12963600,19.924,0.0671,11.275
12964500,14.548,0.0671,10.13
12965400,14.361,0.0671,8.6074
12966300,19.039,0.0671,3.8217
12967200,-0.0010993,1.0011e-12,0.1119
12968100,-0.00066111,1.02e-12,0.12867
12969000,0.00069259,1.0893e-12,0.11221
12969900,0.0010709,1.19e-12,0.080794
12970800,-0.0010073,-3.6644e-12,-0.15424
12971700,-0.0008437,-2.6004e-12,-0.18436
12972600,0.00056037,-1.8826e-12,-0.24587
12973500,0.0012881,-1.3663e-12,-0.36115
12974400,-19.044,-1.7315e-12,-1.1505
12975300,-14.323,-1.8385e-12,-1.3369
12976200,-14.223,-1.9015e-12,-1.8224
12977100,-20.282,-1.9519e-12,-1.8857
12978000,19.723,-2.0337e-13,-1.0364
12978900,13.555,2.4178e-14,-1.2164
12979800,13.513,2.317e-13,-1.6677
12980700,21.081,2.5815e-13,-2.2311
12981600,-19.69,-2.0274e-12,-3.6052
12982500,-14.366,-2.0337e-12,-3.979
12983400,-14.433,-2.0274e-12,-4.5275
12984300,-19.384,-2.0148e-12,-4.6762
12985200,8.1222e-05,1.3915e-12,0.002382
12986100,0.00079333,1.3789e-12,-0.20225
12987000,0.0002953,1.36e-12,-0.56436
12987900,1.6874e-05,1.3474e-12,-1.1754
12988800,-2.2541e-05,1.3285e-12,-1.5576
12989700,-0.00028774,1.3096e-12,-1.5355
12990600,-0.00076815,1.2907e-12,-1.8765
12991500,-0.00010767,1.2719e-12,-2.4044
12992400,19.343,0.0671,11.673
12993300,14.598,0.0671,11.198
12994200,14.582,0.0671,9.7144
12995100,19.349,0.0671,5.958
12996000,-0.0010618,8.8778e-12,0.18207
12996900,-0.00066741,8.8778e-12,0.17604
12997800,0.00069259,8.8778e-12,0.14256
12998700,0.0010393,8.8778e-12,0.12593
12999600,-0.0010189,2.4933e-12,-0.33957
13000500,-0.0006863,2.4933e-12,-0.56601
13001400,0.00069259,2.4933e-12,-0.56667
13002300,0.0010152,2.4933e-12,-0.53142
13003200,-19.413,1.19e-12,-3.5186
13004100,-14.57,1.19e-12,-3.7552
13005000,-14.582,1.1837e-12,-3.9256
13005900,-19.307,1.1837e-12,-4.1115
13006800,19.34,0.0671,5.5843
13007700,14.623,0.0671,4.7187
13008600,14.606,0.0671,4.0496
13009500,19.303,0.0671,2.6193
13010400,-19.249,7.4926e-13,-2.1921
13011300,-14.585,7.4296e-13,-2.8853
13012200,-14.601,7.4296e-13,-3.1185
13013100,-19.437,7.4296e-13,-3.3362
13014000,19.266,1.2089e-12,-1.3578
13014900,14.692,1.2089e-12,-2.123
13015800,14.536,1.2026e-12,-2.4345
13016700,19.379,1.19e-12,-3.4864
13017600,-19.422,1.1396e-12,-4.0267
13018500,-14.505,1.127e-12,-4.1035
13019400,-14.687,1.1207e-12,-4.1558
13020300,-19.257,1.1019e-12,-4.1647
13021200,0.0010704,0.0671,0.90793
13022100,0.00068,0.0671,0.24793
13023000,-0.0006863,0.0671,-0.18253
13023900,-0.0010684,0.0671,-0.67986
13024800,0.0010686,0.0671,3.3421
13025700,0.00066741,0.0671,3.0796
13026600,-0.0006863,0.0671,2.6675
13027500,-0.0010495,0.0671,2.6818
13028400,19.38,0.0671,7.4627
13029300,14.571,0.0671,6.0136
13030200,14.592,0.0671,5.122
13031100,19.33,0.0671,4.3405
13032000,-12.037,0.0671,-1.9857
13032900,-8.2217,0.0671,-2.0617
13033800,-7.0519,0.0671,-2.4321
13034700,-6.6369,0.0671,-2.7056
13035600,-6.6369,0.0671,-3.1046
13036500,-7.0493,0.0671,-3.3142
13037400,-8.2009,0.0671,-4.0828
13038300,-12.037,0.0671,-4.493
13039200,12.042,0.0671,6.4205
13040100,8.2053,0.0671,5.1565
13041000,7.0537,0.0671,4.0831
13041900,6.642,0.0671,3.3479
13042800,6.6426,0.0671,2.8863
13043700,7.0563,0.0671,2.4902
13044600,8.2104,0.0671,1.9114
13045500,12.02,0.0671,0.75146
13046400,-0.00031733,3.9352e-09,-0.048505
13047300,-0.00012781,3.9981e-09,-0.040007
13048200,0.00011522,4.0611e-09,-0.042195
13049100,0.0003293,4.1178e-09,-0.031819
13050000,-18.552,-1.87e-08,-3.4841
13050900,-14.89,-1.87e-08,-4.4709
13051800,-15.109,-1.8763e-08,-4.4549
13052700,-19.321,-1.8826e-08,-4.5592
13053600,18.971,7.4926e-09,5.6526
13054500,14.988,7.4926e-09,4.7921
13055400,14.982,7.4296e-09,4.03
13056300,18.93,7.4296e-09,2.3723
13057200,-0.00028711,-3.677e-08,0.10356
13058100,-0.00015426,-3.677e-08,0.11074
13059000,0.00016559,-3.6833e-08,0.099011
13059900,0.00027578,-3.6896e-08,0.054124
13060800,-0.00027578,-1.8332,0.002209
13061700,-0.00016119,-1.8332,0.002816
13062600,0.00015678,-1.8332,0.0012637
13063500,0.00028019,-1.8332,0.000136
13064400,-0.00028081,-1.8332,-0.04536
13065300,-0.00015615,-1.8332,-0.046837
13066200,0.00016119,-1.8332,-0.049351
13067100,0.00027578,-1.8332,-0.041634
13068000,-19.054,-1.8332,-1.6782
13068900,-14.922,-1.8332,-2.0748
13069800,-15.021,-1.8332,-2.5755
13070700,-18.874,-1.8332,-2.8791
13071600,0.00028019,-1.8332,-0.88598
13072500,0.00015237,-1.8332,-1.6794
13073400,-0.00017126,-1.8332,-2.0688
13074300,-0.0002613,-1.8332,-2.7131
13075200,18.952,-1.8332,0.61624
13076100,14.857,-1.8332,0.016998
13077000,15.056,-1.8332,-0.49531
13077900,19.007,-1.8332,-1.6684
13078800,-19.013,-1.8332,-3.8235
13079700,-15.09,-1.8332,-4.2302
13080600,-14.915,-1.8332,-4.3122
13081500,-18.856,-1.8332,-4.3881
13082400,0.00028459,-1.7315e-07,0.11274
13083300,0.00015678,-1.6874e-07,-0.44478
13084200,-0.00015804,-1.6685e-07,-1.003
13085100,-0.00028333,-1.6622e-07,-1.4599
13086000,0.00028396,-8.6259e-09,2.67
13086900,0.00015426,-8.6259e-09,2.1939
13087800,-0.00016056,-8.6259e-09,2.0218
13088700,-0.0002783,-8.563e-09,1.4097
13089600,19.175,3.2426e-09,9.5437
13090500,14.891,3.2174e-09,8.1409
