time_s,BMR_A,BMP_A,SPM_A
2130300,-9.6245,-1.3978e-09,-4.5549
2131200,0.00064852,-8.437e-10,-3.2007
2132100,0.00042059,-5.5533e-10,-3.3118
2133000,-0.00042248,-8.563e-10,-3.4643
2133900,-0.00064852,-9.1926e-10,-3.4783
2134800,0.0006737,5.95e-10,1.2132
2135700,0.00040863,2.8585e-10,0.11895
2136600,-0.00039919,6.6741e-10,-0.55215
2137500,-0.0006863,5.1881e-10,-1.9743
2138400,17.791,2.828,11.466
2139300,15.978,2.828,11.045
2140200,16.039,2.828,9.6495
2141100,18.065,2.828,6.5227
2142000,-0.0006737,2.828,0.4767
2142900,-0.00040737,2.828,0.3054
2143800,0.0004017,2.828,0.22771
2144700,0.00068,2.828,0.042808
2145600,-0.0006737,-9.2556e-10,-0.11377
2146500,-0.00040926,-7.5556e-10,-0.12804
2147400,0.00042059,-5.2385e-10,-0.15324
2148300,0.00066111,-4.3193e-10,-0.18495
2149200,-17.963,-8.0593e-09,-8.2626
2150100,-15.953,-1.3159e-08,-7.2947
2151000,-15.966,-9.6963e-09,-6.2115
2151900,-17.991,-7.9963e-09,-6.7982
2152800,0.00065481,-2.4493e-10,-1.7652
2153700,0.00040989,-2.3989e-10,-2.1942
2154600,-0.00039856,-2.3422e-10,-2.2704
2155500,-0.00066741,-2.2856e-10,-2.5901
2156400,18.166,1.4419e-08,12.904
2157300,16.158,1.3663e-08,11.842
2158200,16.001,8.0593e-09,9.7409
2159100,17.548,7.1778e-09,3.1273
2160000,-0.031412,-1.4796e-11,0.11096
2160900,-0.009923,-1.4922e-11,0.123
2161800,0.007934,1.1522e-12,0.10957
2162700,0.033401,1.9015e-11,0.013126
2163600,-0.034145,-3.5511e-11,0.0012041
2164500,-0.010044,-1.7252e-11,0.00030096
2165400,0.0094564,-2.5878e-12,3.4504e-05
2166300,0.034732,1.1585e-11,3.8974e-06
2167200,-0.034732,-1.637e-10,-0.00018448
2168100,-0.0096749,-1.2152e-10,0.00015363
2169000,0.010265,-1.0074e-10,2.7326e-05
2169900,0.034141,-8.6889e-11,3.6959e-06
2170800,-18.732,-5.656,-0.024332
2171700,-14.299,-5.656,-0.023883
2172600,-14.519,-5.656,-0.023092
2173500,-20.323,-5.656,-0.022508
2174400,20.366,-1.7693e-09,0.028568
2175300,14.545,-1.7252e-09,0.028455
2176200,14.314,-1.7063e-09,0.029237
2177100,18.647,-1.7315e-09,0.0067615
2178000,-0.035002,-5.656,-0.01184
2178900,-0.0098506,-5.656,-0.011646
2179800,0.0099651,-5.656,-0.011905
2180700,0.034888,-5.656,0.0027275
2181600,-19.235,-5.656,-12.001
2182500,-14.745,-5.656,-7.8158
2183400,-14.718,-5.656,-7.5568
2184300,-19.173,-5.656,-7.7868
2185200,18.381,-1.5993e-10,0.748
2186100,13.727,-1.7e-10,0.23433
2187000,12.707,-1.8133e-10,0.029843
2187900,23.056,-1.9581e-10,-0.14285
2188800,-23.118,-2.1911e-10,-0.44999
2189700,-12.792,-2.4744e-10,-0.98409
2190600,-13.779,-2.9593e-10,-1.5625
2191500,-18.184,-4.1052e-10,-2.3974
2192400,0.034344,5.7044e-10,6.0186
2193300,0.010085,4.0989e-10,5.3228
2194200,-0.0095811,3.4441e-10,4.9933
2195100,-0.034849,3.0663e-10,4.2871
2196000,0.032488,1.1837e-09,4.385
2196900,0.0094426,1.1144e-09,2.9379
2197800,-0.0099129,1.0326e-09,1.9598
2198700,-0.032017,9.6963e-10,1.0013
2199600,0.032226,5.656,1.4807
2200500,0.01001,5.656,0.83945
2201400,-0.0092851,5.656,0.30257
2202300,-0.032951,5.656,-0.061621
2203200,19.315,5.656,2.4917
2204100,14.68,5.656,1.702
2205000,14.666,5.656,1.4569
2205900,19.213,5.656,0.53702
2206800,-0.03497,1.0326e-11,0.021457
2207700,-0.0098613,1.0956e-11,0.027004
2208600,0.0098543,1.1585e-11,0.01314
2209500,0.034977,1.2467e-11,0.0013831
2210400,-0.034902,-1.9896e-10,-1.0893e-06
2211300,-0.0097429,-1.9707e-10,0.00013852
2212200,0.010107,-1.9581e-10,2.1974e-05
2213100,0.034537,-1.9519e-10,2.8774e-06
2214000,-0.034536,-5.656,-4.6781e-05
2214900,-0.010136,-5.656,-9.9481e-06
2215800,0.009719,-5.656,4.8985e-05
2216700,0.034954,-5.656,7.1778e-06
2217600,-19.248,-5.656,-14.193
2218500,-14.801,-5.656,-8.3178
2219400,-14.774,-5.656,-8.6701
2220300,-19.049,-5.656,-7.6945
2221200,0.034332,-2.3926e-11,1.6711
2222100,0.010084,-2.8963e-11,0.1887
2223000,-0.0096667,-3.4315e-11,-0.46085
2223900,-0.034751,-4.0422e-11,-1.6545
2224800,0.034808,1.3159e-10,1.8139
2225700,0.009899,1.1333e-10,0.25638
2226600,-0.0098172,1.0074e-10,-0.40009
2227500,-0.034889,9.0037e-11,-1.5299
2228400,0.034887,5.656,1.6771
2229300,0.0098216,5.656,0.28132
2230200,-0.0098896,5.656,-0.32835
2231100,-0.034819,5.656,-1.3154
2232000,19.213,5.656,12.4
2232900,14.775,5.656,11.486
2233800,14.764,5.656,9.7793
2234700,19.12,5.656,4.4971
2235600,-19.056,9.1926e-10,-4.2719
2236500,-14.771,9.0037e-10,-4.7493
2237400,-14.799,8.8778e-10,-4.6875
2238300,-19.246,8.7519e-10,-4.5912
2239200,19.253,5.656,7.1064
2240100,14.802,5.656,5.9546
2241000,14.772,5.656,4.4518
2241900,19.044,5.656,1.1649
2242800,-0.034274,1.637e-11,0.046716
2243700,-0.0098909,2.9278e-11,0.056481
2244600,0.009882,4.6215e-11,0.029484
2245500,0.034283,7.7444e-11,0.0031032
2246400,-6.9259e-05,-4.242,-0.041621
2247300,-3.7337e-05,-4.242,-0.043176
2248200,5.5722e-05,-4.242,-0.045791
2249100,5.1e-05,-4.242,-0.037635
2250000,-18.805,-4.242,-1.7551
2250900,-14.407,-4.242,-2.1253
2251800,-14.523,-4.242,-2.7376
2252700,-20.137,-4.242,-3.0971
2253600,20.03,6.6741e-14,3.8501
2254500,14.449,1.0452e-13,3.0828
2255400,14.586,2.8207e-14,2.1705
2256300,18.807,7.2407e-14,0.69818
2257200,-19.027,-4.242,-12.574
2258100,-14.814,-4.242,-8.0652
2259000,-14.742,-4.242,-8.0006
2259900,-19.289,-4.242,-7.81
2260800,3.0663e-05,-4.242,-3.9661
2261700,6.6111e-05,-4.242,-4.8668
2262600,-5.6919e-05,-4.242,-4.6987
2263500,-4.0044e-05,-4.242,-4.4514
2264400,4.3256e-05,-5.1189e-13,-2.8043
2265300,6.1011e-05,-5.1e-13,-2.6369
2266200,-5.8052e-05,-6.9889e-13,-2.3458
2267100,-4.6278e-05,-1.0389e-12,-2.2512
2268000,5.0307e-05,1.2719e-13,0.5806
2268900,5.7359e-05,3.0222e-14,0.050683
2269800,-5.7422e-05,-3.0222e-14,-0.22945
2270700,-5.0181e-05,-1.3096e-13,-0.85314
2271600,4.6215e-05,1.8322e-13,2.4284
2272500,5.8619e-05,6.0444e-14,2.1786
2273400,-6.0822e-05,-1.6119e-14,2.3623
2274300,-4.3948e-05,-9.4444e-14,1.9597
2275200,3.6644e-05,4.6341e-13,7.6147
2276100,5.4148e-05,-1.8511e-13,7.8186
2277000,-6.9889e-05,1.5741e-13,3.0691
2277900,-2.0652e-05,2.6193e-14,0.76159
2278800,3.2426e-06,2.8019e-13,3.1343
2279700,6.2963e-05,2.4996e-13,2.9453
2280600,-6.6111e-05,-5.3204e-13,2.6365
2281500,-1.1648e-07,3.7463e-13,2.5365
2282400,19.736,-1.02e-12,4.9322
2283300,14.622,3.6267e-14,3.8287
2284200,14.751,2.9844e-13,2.5944
2285100,18.764,1.083e-12,1.973
2286000,-19.014,-1.8133e-13,-0.45194
2286900,-15.007,5.2007e-13,-0.9416
2287800,-14.913,1.2781e-12,-1.6694
2288700,-18.938,6.6741e-13,-1.9319
2289600,19.031,4.242,5.2336
2290500,14.957,4.242,4.5521
2291400,14.912,4.242,4.0019
2292300,18.971,4.242,2.7379
2293200,-18.857,-4.8544e-13,-2.2273
2294100,-14.664,1.0074e-12,-2.9593
2295000,-14.524,-1.0074e-13,-3.1566
2295900,-19.828,1.6748e-13,-3.3461
2296800,12.508,-2.0148e-15,-0.7118
2297700,7.7703,3.2426e-13,-1.3855
2298600,6.8516,-1.9015e-12,-1.8839
2299500,6.54,-2.8396e-13,-2.3776
2300400,6.5557,6.0444e-14,-3.4036
2301300,6.948,3.2426e-13,-3.7905
2302200,8.1833,4.4137e-13,-3.8508
2303100,12.516,-1.6937e-13,-3.8995
2304000,-20.089,-4.0926e-13,-4.3176
2304900,-14.814,9.0667e-14,-4.2023
2305800,-14.547,-4.2311e-14,-4.8258
2306700,-18.422,-4.8796e-13,-4.6149
2307600,4.3885e-05,4.242,-2.7393
2308500,6.0193e-05,4.242,-2.7913
2309400,-5.843e-05,4.242,-2.5903
2310300,-4.5711e-05,4.242,-2.4064
2311200,18.758,4.242,17.066
2312100,15.022,4.242,17.094
2313000,15.088,4.242,16.526
2313900,19.004,4.242,10.293
2314800,-5.0622e-05,4.242,0.5586
2315700,-5.717e-05,4.242,0.34598
2316600,5.78e-05,4.242,0.24934
2317500,4.9993e-05,4.242,0.038246
2318400,-4.6593e-05,-3.0222e-14,0.0022261
2319300,-5.7296e-05,-1.0263e-13,0.0020314
2320200,5.8933e-05,6.6741e-14,0.00021659
2321100,4.4956e-05,1.3096e-13,2.2981e-05
2322000,-18.926,-2.6381e-13,-0.7117
2322900,-14.766,-1.7315e-13,-1.5065
2323800,-14.687,-7.4296e-14,-1.7721
2324700,-19.493,-8.437e-14,-2.2128
2325600,19.388,4.6341e-14,2.1347
2326500,14.578,7.0519e-14,1.611
2327400,14.629,-6.0444e-14,1.3893
2328300,19.279,2.8207e-14,0.79296
2329200,-3.0285e-05,-2.4178e-14,0.081001
2330100,-6.6111e-05,-4.6341e-14,0.080209
2331000,5.78e-05,-1.1711e-13,0.074218
2331900,3.8344e-05,5.6415e-14,0.035497
2332800,-1.3915e-07,3.8281e-14,0.0020156
2333700,-5.4085e-07,-5.44e-14,0.0019318
2334600,4.9993e-07,-2.2163e-14,0.00020778
2335500,1.7944e-07,1.4104e-14,2.2163e-05
2336400,-3.1104e-07,-3.3433e-13,-0.00036141
2337300,-4.7033e-07,-2.5374e-13,-0.00019959
2338200,4.697e-07,-2.0967e-13,-0.00010641
2339100,3.1104e-07,-1.7126e-13,0.00059941
2340000,-3.3937e-07,-5.656,-0.81665
2340900,-3.9415e-07,-5.656,-1.61
2341800,4.0359e-07,-5.656,-2.0439
2342700,3.2993e-07,-5.656,-2.314
2343600,-18.209,-5.656,-5.37
2344500,-15.775,-5.656,-5.0231
2345400,-15.744,-5.656,-4.9774
2346300,-18.144,-5.656,-5.4615
2347200,3.3937e-07,-5.656,-4.5179
2348100,3.8219e-07,-5.656,-4.5052
2349000,-4.1304e-07,-5.656,-3.7449
2349900,-3.0852e-07,-5.656,-4.6747
2350800,2.9593e-07,-7.5556e-13,-4.1793
2351700,4.8733e-07,-8.7519e-13,-4.0022
2352600,-4.6467e-07,-1.0767e-12,-3.7417
2353500,-3.1859e-07,-1.5174e-12,-3.4677
2354400,3.0789e-07,1.6119e-13,-0.21572
2355300,4.6278e-07,3.6267e-14,-0.12301
2356200,-4.6404e-07,-4.6341e-14,-0.23505
2357100,-3.0663e-07,-1.7315e-13,-0.72863
2358000,3.2111e-07,4.4956e-13,7.3718
2358900,4.5585e-07,7.5556e-13,7.9811
2359800,-4.6404e-07,8.1852e-13,7.3754
2360700,-3.123e-07,7.9333e-13,4.2032
2361600,18.541,5.656,9.0988
2362500,15.393,5.656,8.4856
2363400,15.412,5.656,7.223
2364300,18.526,5.656,6.4057
2365200,-3.2237e-07,4.3759e-13,1.1116
2366100,-4.5207e-07,4.4137e-13,0.92085
2367000,4.483e-07,4.4767e-13,0.93397
2367900,3.2615e-07,4.5522e-13,0.48763
2368800,-17.958,3.8281e-14,-0.02692
2369700,-15.595,4.2311e-14,-0.021157
2370600,-15.907,4.4326e-14,-0.021783
2371500,-18.412,4.8356e-14,-0.023501
2372400,18.414,8.6889e-14,0.075931
2373300,15.907,9.0667e-14,0.068982
2374200,15.596,9.2556e-14,0.064638
2375100,17.956,9.6963e-14,0.032174
2376000,-3.2552e-07,-9.6963e-14,-0.0046741
2376900,-4.483e-07,-9.2556e-14,-0.0042205
2377800,4.483e-07,-8.8778e-14,-0.0042614
2378700,3.2552e-07,-8.437e-14,0.00088277
2379600,-3.3496e-07,-8.1852e-13,-0.49894
2380500,-4.143e-07,-7.9333e-13,-1.0808
2381400,4.42e-07,-7.8704e-13,-1.0107
2382300,3.0789e-07,-8.0593e-13,-1.3532
2383200,-18.294,-5.656,-4.4763
2384100,-15.667,-5.656,-4.48
2385000,-15.524,-5.656,-4.4812
2385900,-18.388,-5.656,-4.6788
2386800,3.0915e-07,-4.2752e-13,-2.995
2387700,4.5648e-07,-4.7537e-13,-2.9673
2388600,-4.483e-07,-5.44e-13,-3.0918
2389500,-3.167e-07,-6.5481e-13,-3.2609
2390400,3.2426e-07,-1.5741e-13,-0.58883
2391300,4.4452e-07,-1.9141e-13,-1.0304
2392200,-4.4515e-07,-2.4807e-13,-1.4472
2393100,-3.2363e-07,-3.4881e-13,-2.2002
2394000,3.1041e-07,5.656,2.0088
2394900,4.5711e-07,5.656,0.24151
2395800,-4.5585e-07,5.656,-0.53441
2396700,-3.1167e-07,5.656,-2.0409
2397600,18.145,5.656,11.413
2398500,15.705,5.656,11.089
2399400,15.755,5.656,9.8832
2400300,18.267,5.656,6.5744
2401200,-3.23e-07,5.656,0.40188
2402100,-4.3444e-07,5.656,0.27592
2403000,4.3822e-07,5.656,0.20681
2403900,3.1922e-07,5.656,0.12329
2404800,-3.1733e-07,6.1641e-13,-0.0019422
2405700,-4.4263e-07,7.2407e-13,-0.00042563
2406600,4.357e-07,9.1926e-13,-0.00063262
2407500,3.2363e-07,1.3537e-12,0.015665
2408400,-18.177,-9.1296e-13,-4.1795
2409300,-15.784,-6.2081e-13,-5.3306
2410200,-15.857,-5.0811e-13,-5.2634
2411100,-18.054,-4.4137e-13,-5.0643
2412000,18.1,4.1933e-13,6.2794
2412900,15.852,4.7789e-13,5.4754
2413800,15.83,5.7422e-13,4.6948
2414700,18.091,8.1222e-13,2.8512
2415600,-3.167e-07,-4.4326e-14,0.2007
2416500,-4.4263e-07,1.6119e-14,0.17454
2417400,4.3507e-07,8.437e-14,0.14628
2418300,3.2426e-07,2.0778e-13,0.015405
2419200,-0.0067698,-5.6226e-13,0.0014449
2420100,-0.0032444,-1.5741e-13,0.000323
2421000,0.002521,8.0593e-14,3.5448e-05
2421900,0.0074932,3.847e-13,3.8785e-06
2422800,-0.008002,-5.2007e-12,-0.075234
2423700,-0.0034546,-3.4378e-12,-0.08037
2424600,0.0027484,-2.827e-12,-0.088713
2425500,0.0087084,-2.487e-12,-0.093282
2426400,-0.0089791,-5.656,-1.108
2427300,-0.0033517,-5.656,-1.0981
2428200,0.0026781,-5.656,-1.4825
2429100,0.0096529,-5.656,-1.8655
2430000,-18.653,-5.656,-4.4592
2430900,-15.351,-5.656,-4.5889
2431800,-15.328,-5.656,-4.397
2432700,-18.541,-5.656,-5.0043
2433600,0.0090692,-5.656,-4.174
2434500,0.0025377,-5.656,-4.2715
2435400,-0.0036782,-5.656,-4.2443
2436300,-0.0079289,-5.656,-3.6837
2437200,0.0077495,-1.2781e-12,-4.1261
2438100,0.0036499,-1.4607e-12,-4.0474
2439000,-0.002637,-1.7819e-12,-3.8762
2439900,-0.0087626,-2.6256e-12,-3.6691
2440800,0.0090327,2.4556e-13,-1.2276
2441700,0.0028209,1.8133e-14,-1.582
2442600,-0.0033039,-2.0148e-13,-1.4925
2443500,-0.0085497,-6.0256e-13,-1.4363
2444400,18.243,4.6656e-12,12.872
2445300,15.437,3.0663e-12,12.956
2446200,15.549,2.5248e-12,12.022
2447100,18.643,2.2226e-12,10.676
2448000,-0.0084414,2.2163e-13,0.94907
2448900,-0.0029872,2.0526e-13,0.33952
2449800,0.0018082,1.8952e-13,0.031571
2450700,0.0094325,1.7504e-13,-0.24993
2451600,-14.402,1.4733e-13,-0.8179
2452500,-16.675,1.3285e-13,-1.5434
2453400,-16.667,1.2089e-13,-1.8627
2454300,-20.128,1.0452e-13,-2.6341
2455200,18.556,5.656,4.742
2456100,15.32,5.656,4.0143
2457000,15.351,5.656,3.517
2457900,18.645,5.656,3.1241
2458800,-0.010141,5.656,1.327
2459700,-0.0025621,5.656,1.0277
2460600,0.0034341,5.656,1.036
2461500,0.0092694,5.656,0.52463
2462400,-18.415,2.4996e-13,-0.057883
2463300,-15.341,2.5185e-13,-0.053548
2464200,-15.452,2.5374e-13,-0.056091
2465100,-18.664,2.5815e-13,-0.060468
2466000,18.637,3.8722e-13,0.072401
2466900,15.408,3.91e-13,0.066491
2467800,15.33,3.9289e-13,0.063965
2468700,18.497,3.973e-13,0.07145
2469600,-0.0092127,-7.1778e-13,-0.99934
2470500,-0.0026277,-7.1148e-13,-1.4473
2471400,0.0035372,-7.0519e-13,-1.8928
2472300,0.0083029,-7.0519e-13,-2.0973
2473200,-0.0084887,-5.656,-9.3057
2474100,-0.0034009,-5.656,-7.541
2475000,0.0028328,-5.656,-7.9192
2475900,0.0090566,-5.656,-7.04
2476800,-18.691,-5.656,-5.8988
2477700,-15.48,-5.656,-5.7553
2478600,-15.346,-5.656,-5.4075
2479500,-18.356,-5.656,-4.8703
2480400,0.008104,5.656,-0.65918
2481300,0.0032844,5.656,-0.89686
2482200,-0.0029244,5.656,-1.3731
2483100,-0.0084641,5.656,-1.1915
2484000,18.336,5.656,16.962
2484900,15.449,5.656,17.348
2485800,15.512,5.656,16.944
2486700,18.575,5.656,11.53
2487600,-0.0080454,5.656,0.7463
2488500,-0.0032584,5.656,0.45426
2489400,0.0030125,5.656,0.29758
2490300,0.0082916,5.656,0.07568
2491200,-0.0087877,-8.0593e-14,-0.05062
2492100,-0.0034177,5.44e-14,-0.051652
2493000,0.0026113,1.3096e-13,-0.054938
2493900,0.0095943,2.6822e-13,-0.046187
2494800,-18.492,-1.467e-12,-3.4098
2495700,-15.399,-1.0893e-12,-4.5167
2496600,-15.413,-9.0667e-13,-4.5347
2497500,-18.567,-7.8704e-13,-4.6248
2498400,18.688,6.5481e-13,5.17
2499300,15.392,7.4296e-13,4.4665
2500200,15.369,8.6889e-13,3.9301
2501100,18.424,1.0767e-12,2.8113
2502000,-0.007582,2.657e-13,0.41193
2502900,-0.0034489,3.8281e-13,0.27379
2503800,0.0029136,5.6415e-13,0.20996
2504700,0.0081172,1.0263e-12,0.022117
2505600,-1.5867e-06,-1.2341e-11,0.0012891
2506500,-9.6333e-07,-6.737e-12,0.0011718
2507400,1.3915e-06,-4.6593e-12,0.00012844
2508300,1.1711e-06,-3.3622e-12,1.3915e-05
2509200,-1.2341e-06,-4.8796e-11,-0.00018259
2510100,-9.6963e-07,-3.8093e-11,0.000102
2511000,1.1019e-06,-3.167e-11,7.0519e-05
2511900,1.0956e-06,-2.6822e-11,1.0515e-05
2512800,-1.0767e-06,-5.656,-0.030096
2513700,-1.0326e-06,-5.656,-0.030658
2514600,1.02e-06,-5.656,-0.03185
2515500,1.0893e-06,-5.656,-0.017973
2516400,-18.369,-5.656,-4.2331
2517300,-15.519,-5.656,-5.0604
2518200,-15.514,-5.656,-4.9334
2519100,-18.47,-5.656,-4.6854
2520000,1.1144e-06,-5.656,-4.4801
2520900,1.0263e-06,-5.656,-4.7704
2521800,-1.0389e-06,-5.656,-4.8252
2522700,-1.1019e-06,-5.656,-4.768
2523600,1.127e-06,-1.3096e-10,0.71166
2524500,1.0704e-06,-1.5174e-10,-0.057783
2525400,-9.6963e-07,-1.9015e-10,-0.73043
2526300,-1.2278e-06,-3.4315e-10,-2.3001
2527200,1.2341e-06,5.3456e-12,2.6124
2528100,1.02e-06,1.3915e-12,0.29667
2529000,-1.0389e-06,-1.2467e-12,-0.48046
2529900,-1.2152e-06,-5.0119e-12,-1.8898
2530800,1.19e-06,7.3037e-12,2.1467
2531700,9.6333e-07,3.4e-12,0.43734
2532600,-9.9481e-07,1.4419e-12,-0.1085
2533500,-1.1585e-06,-1.1711e-13,-0.71985
2534400,1.1585e-06,2.4178e-12,0.70341
2535300,1.0011e-06,9.9481e-13,0.019315
2536200,-9.5074e-07,-2.7011e-13,-0.56405
2537100,-1.2089e-06,-1.593e-12,-1.8694
2538000,18.313,5.656,10.008
2538900,15.566,5.656,9.7853
2539800,15.642,5.656,8.5485
2540700,18.351,5.656,7.5119
2541600,-18.272,5.656,-2.8661
2542500,-15.657,5.656,-3.0992
2543400,-15.672,5.656,-3.3049
2544300,-18.271,5.656,-3.6015
2545200,18.284,5.656,5.0705
2546100,15.668,5.656,4.4382
2547000,15.646,5.656,3.9175
2547900,18.274,5.656,2.6218
2548800,-1.1144e-06,7.9963e-11,0.21409
2549700,-1.0263e-06,8.3111e-11,0.17786
2550600,1.0011e-06,8.7519e-11,0.14793
2551500,1.1396e-06,9.1926e-11,0.079547
2552400,-1.1333e-06,-3.5007e-12,-0.037889
2553300,-9.9481e-07,-3.3811e-12,-0.037872
2554200,9.7593e-07,-3.2741e-12,-0.039585
2555100,1.1522e-06,-3.1796e-12,-0.03388
2556000,-1.1144e-06,-4.4767e-11,-0.95112
2556900,-9.2556e-07,-4.2563e-11,-1.2273
2557800,9.5704e-07,-4.0989e-11,-1.5084
2558700,1.0893e-06,-3.973e-11,-1.8973
2559600,-18.623,-5.656,-2.9752
2560500,-14.929,-5.656,-3.148
2561400,-14.247,-5.656,-3.5289
2562300,-20.074,-5.656,-3.6416
2563200,1.2467e-06,-4.9804e-10,-4.2481
2564100,9.6333e-07,-5.27e-10,-4.5286
2565000,-9.3815e-07,-5.5344e-10,-4.5966
2565900,-1.2781e-06,-5.7989e-10,-4.6213
2566800,1.127e-06,-1.1837e-12,0.15826
2567700,1.0704e-06,-1.1963e-12,-0.27201
2568600,-9.6333e-07,-1.2089e-12,-0.78014
2569500,-1.2278e-06,-1.2278e-12,-2.1855
2570400,18.32,5.656,11.519
2571300,15.517,5.656,11.184
2572200,15.528,5.656,9.949
2573100,18.507,5.656,6.4842
2574000,-1.2278e-06,5.3896e-11,0.40247
2574900,-1.02e-06,6.737e-11,0.27639
2575800,1.02e-06,6.2333e-11,0.20957
2576700,1.2278e-06,3.6707e-10,0.076424
2577600,-1.2215e-06,-5.6415e-12,0.003408
2578500,-9.6963e-07,-2.1156e-12,0.0043065
2579400,1.0641e-06,2.0148e-14,0.0011457
2580300,1.1333e-06,2.1533e-12,0.00012089
2581200,-18.373,-1.0641e-11,-0.38212
2582100,-15.489,-7.2407e-12,-0.74673
2583000,-15.512,-5.5344e-12,-0.81035
2583900,-18.499,-4.4137e-12,-0.83133
2584800,1.0011e-06,-1.593e-12,0.20732
2585700,9.5074e-07,-9.8852e-13,0.13079
2586600,-9.3185e-07,-4.1115e-13,0.081412
2587500,-1.02e-06,1.53e-13,0.03839
2588400,18.459,2.1722e-12,0.75749
2589300,15.566,2.8585e-12,0.81283
2590200,15.516,3.6644e-12,0.45333
2591100,18.33,4.653e-12,0.25855
2592000,-1.2089e-05,1.53e-12,0.0071256
2592900,-6.9259e-06,-4.0737e-12,0.010038
2593800,1.1648e-05,-3.2552e-12,0.0099912
2594700,7.3037e-06,-2.2478e-12,0.0029385
2595600,-6.9259e-06,-2.7137e-12,0.00024241
2596500,-9.4444e-06,-1.7819e-12,9.0037e-05
2597400,9.1296e-06,-9.0667e-13,1.2215e-05
2598300,7.3037e-06,-8.0593e-14,1.5174e-06
2599200,-7.5556e-06,-5.656,-0.082211
2600100,-8.8148e-06,-5.656,-0.089091
2601000,9.8222e-06,-5.656,-0.099724
2601900,6.5481e-06,-5.656,-0.1039
2602800,-6.737e-06,-5.656,-8.0666
2603700,-9.2556e-06,-5.656,-7.2849
2604600,9.3185e-06,-5.656,-6.1612
2605500,6.737e-06,-5.656,-6.5838
2606400,-19.03,-5.656,-8.0001
2607300,-15.104,-5.656,-5.6118
2608200,-15.035,-5.656,-5.8849
2609100,-18.703,-5.656,-5.429
2610000,7.9333e-06,-1.0767e-11,-2.626
2610900,9.0037e-06,-1.2656e-11,-2.3984
2611800,-9.1926e-06,-1.593e-11,-2.4172
2612700,-7.7444e-06,-2.443e-11,-2.2486
2613600,7.4926e-06,4.5459e-12,-0.52575
2614500,9.2556e-06,8.563e-13,-0.2608
2615400,-9.4444e-06,-2.1407e-12,-0.39689
2616300,-7.3667e-06,-7.6815e-12,-1.0515
2617200,7.1778e-06,5.656,4.6265
2618100,9.2556e-06,5.656,4.9377
2619000,-9.5704e-06,5.656,5.3163
2619900,-6.9259e-06,5.656,5.415
2620800,7.4926e-06,5.656,8.2063
2621700,9.8222e-06,5.656,6.6462
2622600,-2.5059e-06,5.656,6.4809
2623500,-1.4796e-05,5.656,5.879
2624400,19.631,5.656,5.4806
2625300,14.913,5.656,4.8453
2626200,14.616,5.656,4.2411
2627100,18.712,5.656,2.6936
2628000,-7.6815e-06,1.6433e-11,0.17725
2628900,-8.9407e-06,1.8889e-11,0.15824
2629800,9.4444e-06,2.317e-11,0.13435
2630700,7.1778e-06,3.4189e-11,0.073129
2631600,-7.1778e-06,-2.1911e-12,0.0039235
2632500,-9.5074e-06,2.7389e-13,0.0041897
2633400,8.8778e-06,2.8396e-12,0.00044326
2634300,7.8704e-06,7.4296e-12,4.6844e-05
2635200,-7.8074e-06,-6.9889e-12,-7.0519e-05
2636100,-8.8778e-06,-2.4619e-12,6.4222e-05
2637000,9.5704e-06,2.2793e-13,1.0389e-05
2637900,7.1148e-06,3.0348e-12,1.3663e-06
2638800,-6.9259e-06,-1.0704e-11,-0.0001593
2639700,-9.2556e-06,-6.863e-12,8.1852e-05
2640600,9.6333e-06,-4.9615e-12,6.6111e-05
2641500,6.6111e-06,-3.633e-12,1.0011e-05
2642400,-6.6111e-06,-6.6111e-11,-0.45295
2643300,-9.1296e-06,-1.5426e-11,-0.96438
2644200,9.5704e-06,-1.6056e-11,-0.90264
2645100,6.1515e-06,-2.1659e-11,-1.1014
2646000,-18.442,-5.656,-4.0546
2646900,-14.694,-5.656,-4.2033
2647800,-15.487,-5.656,-4.3732
2648700,-19.25,-5.656,-4.3791
2649600,3.6456e-08,-5.656,-4.722
2650500,7.3037e-06,-5.656,-4.8444
2651400,-3.5133e-06,-5.656,-4.8599
2652300,-3.803e-06,-5.656,-4.4652
2653200,7.9963e-06,3.4504e-12,1.7851
2654100,9.0667e-06,1.1774e-11,0.25021
2655000,-9.0667e-06,1.467e-11,-0.41996
2655900,-7.9963e-06,1.4356e-11,-1.6637
2656800,18.798,5.656,11.153
2657700,15.053,5.656,10.806
2658600,15.046,5.656,9.5706
2659500,18.976,5.656,6.6821
2660400,-7.3667e-06,5.656,0.49577
2661300,-9.3815e-06,5.656,0.31563
2662200,8.9407e-06,5.656,0.22941
2663100,7.8704e-06,5.656,0.10565
2664000,-7.8704e-06,1.2089e-12,0.0050866
2664900,-9.1296e-06,2.827e-12,0.0062864
2665800,9.0037e-06,5.0559e-12,0.00095275
2666700,7.9963e-06,1.0011e-11,0.00010074
2667600,-18.585,-1.4167e-11,-1.5122
2668500,-15.073,-8.2481e-12,-2.0276
2669400,-15.207,-5.9374e-12,-2.7214
2670300,-19.007,-4.4704e-12,-2.9709
2671200,18.995,2.6193e-12,3.0709
2672100,15.062,3.74e-12,2.7457
2673000,15.021,5.1881e-12,1.963
2673900,18.794,7.4296e-12,1.1904
2674800,-6.8e-06,-2.9593e-13,0.088539
2675700,-9.6963e-06,1.593e-12,0.090173
