time_s,profile_time_s,capacity_Ah
0,0,17.22980525
2304822.795,2613600,17.16641
5004051.369,5227200,17.04989
7662326.96,7840800,16.93360275
10325341.961,10454400,16.77374125
12980271.525,13068000,16.53424525
15635214.32,15681600,16.3019295
18427665.697,18295200,16.02797925
21085605.318,20908800,15.7588645
23752284.46,23522400,15.42855875
26412092.674,26136000,15.15804775
29080879.524,28749600,14.889934
32154050.694,31363200,14.67093425
