time_s,current_A,voltage_V,cell_temperature_C,environment_temperature_C
0,7.071,3.7496896,0,0
234.773000000045,7.059,3.6594296,26.94,24.2
501.773000000045,7.061,3.6412136,26.43,0
834.773000000045,7.06,3.6238488,26.01,24
1434.77300000004,7.371,3.5918288,25.61,24.1
1799.99900000007,8.204,3.564196,0,0
2034.77300000004,8.214,3.5372388,25.82,24
2634.77300000004,8.215,3.4804896,26.29,24
2699.99900000007,11.277,3.4731668,0,0
3067.76300000004,11.291,3.3731572,0,0
3081.77300000004,11.29,3.3683152,26.8,0
3225.10100000002,11.291,3.2683064,0,0
3234.77300000004,11.29,3.2549872,27.06,24
3286.52500000014,11.289,3.1549612,0,0
3319.52000000002,11.291,3.0549602,0,0
3343.348,11.291,2.9549558,0,0
3347.77300000004,11.292,2.932448,27.57,0
3364.81200000015,11.289,2.8324464,0,0
3378.60100000002,11.291,2.7324186,0,0
3383.57200000016,10.789,2.69689,0,0
3385.79300000006,10.289,2.699489,0,0
3390.47699999996,9.789,2.6996798,0,0
3397.77099999995,9.288,2.699632,0,0
3403.77300000004,8.985,2.6997632,28.08,0
3415.72399999993,8.484,2.6995604,0,0
3431.04799999995,7.984,2.6997512,0,0
3449.196,7.484,2.6998228,0,0
3457.77300000004,7.273,2.699799,28.59,0
3480.51300000004,6.773,2.699787,0,0
3506.19500000007,6.273,2.6995128,0,0
3536.36199999996,5.773,2.6996558,0,0
3542.77300000004,5.667,2.6998942,29.1,0
3577.97600000002,5.167,2.6997154,0,0
3599.99900000007,-0,2.6998586,0,0
3601.09199999995,-0,2.7998858,0,0
3603.47399999993,-0,2.8999014,0,0
3607.44400000013,-0,2.999908,0,0
3615.45500000007,-0,3.0999084,0,0
3706.32200000016,-0,3.1999194,0,0
3809.77300000004,-0,3.2120316,28.59,0
3834.77300000004,-0,3.2138076,28.5,24.1
3959.77300000004,-0,3.2191468,27.99,0
4112.77300000004,-0,3.2233672,27.48,0
4316.77300000004,-0,3.2269298,26.97,0
4434.77300000004,-0,3.2286144,26.75,24
4758.77300000004,-0,3.2314892,26.24,0
5034.77300000004,-0,3.2327698,25.98,23.9
5634.77300000004,-0,3.2351036,25.64,24.1
6234.77300000004,-0,3.2360186,25.42,23.9
6834.77300000004,-0,3.2370988,25.28,23.9
7434.77300000004,-0,3.2382466,25.2,24
8034.77300000004,-0,3.2388798,25.1,23.9
8634.77300000004,-0,3.2392098,25.03,23.8
9234.77300000004,-0,3.2394278,25,23.7
9834.77300000004,-0,3.2398908,24.95,23.8
10434.773,-0,3.240037,24.92,23.9
11034.773,-0,3.2403272,24.91,23.8
11634.773,-0,3.240443,24.88,23.7
12234.773,-0,3.2403752,24.86,23.8
12834.773,-0,3.2407942,24.84,23.8
13434.773,-0,3.241153,24.81,23.6
14034.773,-0,3.2410288,24.81,23.7
14634.773,-0,3.2413194,24.8,23.7
15234.773,-0,3.2410418,24.78,23.6
15834.773,-0,3.2414594,24.77,23.7
16434.773,-0,3.241445,24.78,23.8
17034.773,-0,3.2414874,24.76,23.7
17634.773,-0,3.2419874,24.76,23.7
18234.773,-0,3.2418594,24.76,23.6
18834.773,-0,3.2420112,24.76,23.7
19434.773,-0,3.241956,24.73,23.6
20034.773,-0,3.242099,24.74,23.6
20634.773,-0,3.242251,24.75,23.7
21234.773,-0,3.2420122,24.73,23.6
21834.773,-0,3.2422606,24.73,23.7
22434.773,-0,3.242581,24.74,23.7
23034.773,-0,3.2424282,24.71,23.6
23634.773,-0,3.2423642,24.72,23.6
24234.773,-0,3.2424738,24.71,23.7
24834.773,-0,3.24245,24.69,23.5
25434.773,-0,3.2426102,24.7,23.6
26034.773,-0,3.2424754,24.69,23.7
26634.773,-0,3.2424356,24.7,23.8
27234.773,-0,3.2428676,24.68,23.6
27834.773,-0,3.2428454,24.67,23.7
28434.773,-0,3.2426022,24.67,23.6
28799.9990000001,-21.045,3.2428688,0,0
28800.0020000001,-21.639,3.295059,0,0
28803.2879999999,-21.648,3.395064,0,0
28833.0620000002,-21.647,3.4950668,0,0
28900.8090000001,-21.648,3.5950828,0,0
29034.773,-21.651,3.6442776,24.96,23.5
29189.773,-21.647,3.6803836,25.47,0
29404.773,-21.65,3.7162064,25.98,0
29625.773,-21.653,3.744902,26.49,0
29634.773,-21.65,3.7456652,26.5,23.7
29699.9990000001,-13.399,3.7535964,0,0
30234.773,-13.394,3.762484,26.85,23.7
30599.9990000001,-14.12,3.800346,0,0
30834.773,-14.111,3.8360088,26.96,23.8
31373.0990000002,-14.113,3.9360228,0,0
31434.773,-14.112,3.949588,26.94,23.7
31499.9990000001,-18.722,3.9645884,0,0
31728.797,-18.717,4.0645952,0,0
31956.773,-18.716,4.153024,27.45,0
32034.773,-18.715,4.18662,27.48,23.6
32068.1770000001,-18.212,4.2005892,0,0
32071.7580000001,-17.71,4.200434,0,0
32076.2690000001,-17.21,4.200434,0,0
32081.5620000002,-16.706,4.2005532,0,0
32087.9580000001,-16.201,4.2003028,0,0
32094.665,-15.699,4.2003744,0,0
32102.138,-15.198,4.2002312,0,0
32109.8800000001,-14.696,4.2002792,0,0
32118.3929999999,-14.195,4.2003388,0,0
32127.5490000001,-13.695,4.2006248,0,0
32137.476,-13.195,4.2002908,0,0
32148.3730000001,-12.695,4.200446,0,0
32158.835,-12.194,4.2003268,0,0
32171.4140000001,-11.69,4.2002196,0,0
32183.76,-11.19,4.2002908,0,0
32195.9040000001,-10.689,4.2002672,0,0
32209.5009999999,-10.189,4.200434,0,0
32225.304,-9.689,4.2003504,0,0
32240.318,-9.189,4.2003148,0,0
32256.8190000001,-8.687,4.200148,0,0
32274.4280000001,-8.187,4.2003148,0,0
32293.4669999999,-7.687,4.20041,0,0
32313.307,-7.185,4.2002076,0,0
32337.0350000001,-6.684,4.2003984,0,0
32361.2780000002,-6.183,4.2003624,0,0
32390.4270000001,-5.683,4.200136,0,0
32399.9990000001,-0,4.2002552,0,0
32557.773,-0,4.1575888,26.97,0
32634.773,-0,4.1547476,26.81,23.6
32933.773,-0,4.148552,26.3,0
33234.773,-0,4.1462732,25.95,23.7
33834.773,-0,4.1435148,25.51,23.6
34434.773,-0,4.14274,25.28,23.6
35034.773,-0,4.1415628,25.11,23.6
35634.773,-0,4.1410048,24.98,23.7
36234.773,-0,4.1404772,24.9,23.5
36834.773,-0,4.1405396,24.84,23.6
37434.773,-0,4.1399616,24.78,23.6
38034.773,-0,4.1403552,24.75,23.5
38634.773,-0,4.1396312,24.73,23.6
39234.773,-0,4.139316,24.69,23.5
39834.773,-0,4.1392972,24.68,23.6
40434.773,-0,4.1393172,24.66,23.5
41034.773,-0,4.1388424,24.64,23.5
41634.773,-0,4.1391008,24.6,23.2
42234.773,-0,4.1390244,24.59,23.5
42834.773,-0,4.1384512,24.59,23.5
43199.9990000001,18.359,4.138806,0,0
43200.0020000001,18.882,4.1030416,0,0
43319.3929999999,18.905,4.0030304,0,0
43434.773,18.903,3.9549104,25.07,23.4
43637.773,18.906,3.8772404,25.58,0
43930.2720000001,18.904,3.77721,0,0
43938.773,18.906,3.7746036,26.09,0
44034.773,18.906,3.7449856,26.2,23.6
44099.9990000001,14.991,3.7262512,0,0
